MESE,ANNO,REGIONE,PROVINCIA,COD_ISTAT_COMUNE,COMUNE,RESIDENTI
1,2025,PIEMONTE,ALESSANDRIA,006009,ARQUATA SCRIVIA,6349
1,2025,PIEMONTE,ALESSANDRIA,006010,AVOLASCA,248
1,2025,PIEMONTE,ALESSANDRIA,006011,BALZOLA,1222
1,2025,PIEMONTE,ALESSANDRIA,006012,BASALUZZO,2022
1,2025,PIEMONTE,ALESSANDRIA,006013,BASSIGNANA,1596
1,2025,PIEMONTE,ALESSANDRIA,006014,BELFORTE MONFERRATO,493
1,2025,PIEMONTE,ALESSANDRIA,006015,BERGAMASCO,668
1,2025,PIEMONTE,ALESSANDRIA,006016,BERZANO DI TORTONA,170
1,2025,PIEMONTE,ALESSANDRIA,006017,BISTAGNO,1723
1,2025,PIEMONTE,ALESSANDRIA,006018,BORGHETTO DI BORBERA,1919
1,2025,PIEMONTE,ALESSANDRIA,006020,BORGO SAN MARTINO,1353
1,2025,PIEMONTE,ALESSANDRIA,006019,BORGORATTO ALESSANDRINO,541
1,2025,PIEMONTE,ALESSANDRIA,006021,BOSCO MARENGO,2166
1,2025,PIEMONTE,ALESSANDRIA,006022,BOSIO,1063
1,2025,PIEMONTE,ALESSANDRIA,006023,BOZZOLE,322
1,2025,PIEMONTE,ALESSANDRIA,006024,BRIGNANO-FRASCATA,423
1,2025,PIEMONTE,ALESSANDRIA,006025,CABELLA LIGURE,455
1,2025,PIEMONTE,ALESSANDRIA,006026,CAMAGNA MONFERRATO,464
1,2025,PIEMONTE,ALESSANDRIA,006027,CAMINO,734
1,2025,PIEMONTE,ALESSANDRIA,006028,CANTALUPO LIGURE,440
1,2025,PIEMONTE,ALESSANDRIA,006029,CAPRIATA D'ORBA,1781
1,2025,PIEMONTE,ALESSANDRIA,006030,CARBONARA SCRIVIA,1114
1,2025,PIEMONTE,ALESSANDRIA,006031,CARENTINO,305
1,2025,PIEMONTE,ALESSANDRIA,006032,CAREZZANO,433
1,2025,PIEMONTE,ALESSANDRIA,006033,CARPENETO,865
1,2025,PIEMONTE,ALESSANDRIA,006034,CARREGA LIGURE,78
1,2025,PIEMONTE,ALESSANDRIA,006035,CARROSIO,516
1,2025,PIEMONTE,ALESSANDRIA,006036,CARTOSIO,708
1,2025,PIEMONTE,ALESSANDRIA,006037,CASAL CERMELLI,1181
1,2025,PIEMONTE,ALESSANDRIA,006039,CASALE MONFERRATO,32926
1,2025,PIEMONTE,ALESSANDRIA,006038,CASALEGGIO BOIRO,342
1,2025,PIEMONTE,ALESSANDRIA,006040,CASALNOCETO,969
1,2025,PIEMONTE,ALESSANDRIA,006041,CASASCO,129
1,2025,PIEMONTE,ALESSANDRIA,006191,CASSANO SPINOLA,1819
1,2025,PIEMONTE,ALESSANDRIA,006043,CASSINE,2819
1,2025,PIEMONTE,ALESSANDRIA,006044,CASSINELLE,849
1,2025,PIEMONTE,ALESSANDRIA,006045,CASTELLANIA COPPI,87
1,2025,PIEMONTE,ALESSANDRIA,006046,CASTELLAR GUIDOBONO,418
1,2025,PIEMONTE,ALESSANDRIA,006047,CASTELLAZZO BORMIDA,4490
1,2025,PIEMONTE,ALESSANDRIA,006048,CASTELLETTO D'ERRO,127
1,2025,PIEMONTE,ALESSANDRIA,006049,CASTELLETTO D'ORBA,1819
1,2025,PIEMONTE,ALESSANDRIA,006050,CASTELLETTO MERLI,446
1,2025,PIEMONTE,ALESSANDRIA,006051,CASTELLETTO MONFERRATO,1458
1,2025,PIEMONTE,ALESSANDRIA,006052,CASTELNUOVO BORMIDA,632
1,2025,PIEMONTE,ALESSANDRIA,006053,CASTELNUOVO SCRIVIA,4834
1,2025,PIEMONTE,ALESSANDRIA,006054,CASTELSPINA,389
1,2025,PIEMONTE,ALESSANDRIA,006055,CAVATORE,261
1,2025,PIEMONTE,ALESSANDRIA,006056,CELLA MONTE,453
1,2025,PIEMONTE,ALESSANDRIA,006057,CERESETO,369
1,2025,PIEMONTE,ALESSANDRIA,006058,CERRETO GRUE,295
1,2025,PIEMONTE,ALESSANDRIA,006059,CERRINA MONFERRATO,1284
1,2025,PIEMONTE,ALESSANDRIA,006060,CONIOLO,424
1,2025,PIEMONTE,ALESSANDRIA,006061,CONZANO,919
1,2025,PIEMONTE,ALESSANDRIA,006062,COSTA VESCOVATO,314
1,2025,PIEMONTE,ALESSANDRIA,006063,CREMOLINO,1008
1,2025,PIEMONTE,ALESSANDRIA,006065,DENICE,163
1,2025,PIEMONTE,ALESSANDRIA,006066,DERNICE,177
1,2025,PIEMONTE,ALESSANDRIA,006067,FABBRICA CURONE,554
1,2025,PIEMONTE,ALESSANDRIA,006068,FELIZZANO,2076
1,2025,PIEMONTE,ALESSANDRIA,006069,FRACONALTO,300
1,2025,PIEMONTE,ALESSANDRIA,006070,FRANCAVILLA BISIO,503
1,2025,PIEMONTE,ALESSANDRIA,006071,FRASCARO,430
1,2025,PIEMONTE,ALESSANDRIA,006072,FRASSINELLO MONFERRATO,459
1,2025,PIEMONTE,ALESSANDRIA,006073,FRASSINETO PO,1364
1,2025,PIEMONTE,ALESSANDRIA,006074,FRESONARA,632
1,2025,PIEMONTE,ALESSANDRIA,006075,FRUGAROLO,1902
1,2025,PIEMONTE,ALESSANDRIA,006076,FUBINE MONFERRATO,1609
1,2025,PIEMONTE,ALESSANDRIA,006077,GABIANO,1041
1,2025,PIEMONTE,ALESSANDRIA,006078,GAMALERO,792
1,2025,PIEMONTE,ALESSANDRIA,006079,GARBAGNA,621
1,2025,PIEMONTE,ALESSANDRIA,006081,GAVI,4371
1,2025,PIEMONTE,ALESSANDRIA,006082,GIAROLE,697
1,2025,PIEMONTE,ALESSANDRIA,006083,GREMIASCO,273
1,2025,PIEMONTE,ALESSANDRIA,006084,GROGNARDO,229
1,2025,PIEMONTE,ALESSANDRIA,006085,GRONDONA,469
1,2025,PIEMONTE,ALESSANDRIA,006086,GUAZZORA,291
1,2025,PIEMONTE,ALESSANDRIA,006087,ISOLA SANT'ANTONIO,644
1,2025,PIEMONTE,ALESSANDRIA,006088,LERMA,806
1,2025,PIEMONTE,ALESSANDRIA,006193,LU E CUCCARO MONFERRATO,1290
1,2025,PIEMONTE,ALESSANDRIA,006090,MALVICINO,79
1,2025,PIEMONTE,ALESSANDRIA,006091,MASIO,1293
1,2025,PIEMONTE,ALESSANDRIA,006092,MELAZZO,1229
1,2025,PIEMONTE,ALESSANDRIA,006093,MERANA,178
1,2025,PIEMONTE,ALESSANDRIA,006094,MIRABELLO MONFERRATO,1203
1,2025,PIEMONTE,ALESSANDRIA,006095,MOLARE,2013
1,2025,PIEMONTE,ALESSANDRIA,006096,MOLINO DEI TORTI,567
1,2025,PIEMONTE,ALESSANDRIA,006097,MOMBELLO MONFERRATO,902
1,2025,PIEMONTE,ALESSANDRIA,006098,MOMPERONE,202
1,2025,PIEMONTE,ALESSANDRIA,006099,MONCESTINO,202
1,2025,PIEMONTE,ALESSANDRIA,006100,MONGIARDINO LIGURE,155
1,2025,PIEMONTE,ALESSANDRIA,006101,MONLEALE,561
1,2025,PIEMONTE,ALESSANDRIA,006102,MONTACUTO,227
1,2025,PIEMONTE,ALESSANDRIA,006103,MONTALDEO,207
1,2025,PIEMONTE,ALESSANDRIA,006104,MONTALDO BORMIDA,587
1,2025,PIEMONTE,ALESSANDRIA,006105,MONTECASTELLO,274
1,2025,PIEMONTE,ALESSANDRIA,006106,MONTECHIARO D'ACQUI,511
1,2025,PIEMONTE,ALESSANDRIA,006107,MONTEGIOCO,266
1,2025,PIEMONTE,ALESSANDRIA,006108,MONTEMARZINO,306
1,2025,PIEMONTE,ALESSANDRIA,006109,MORANO SUL PO,1300
1,2025,PIEMONTE,ALESSANDRIA,006110,MORBELLO,405
1,2025,PIEMONTE,ALESSANDRIA,006111,MORNESE,663
1,2025,PIEMONTE,ALESSANDRIA,006112,MORSASCO,602
1,2025,PIEMONTE,ALESSANDRIA,006113,MURISENGO,1275
1,2025,PIEMONTE,ALESSANDRIA,006114,NOVI LIGURE,27601
1,2025,PIEMONTE,ALESSANDRIA,006115,OCCIMIANO,1216
1,2025,PIEMONTE,ALESSANDRIA,006116,ODALENGO GRANDE,400
1,2025,PIEMONTE,ALESSANDRIA,006117,ODALENGO PICCOLO,223
1,2025,PIEMONTE,ALESSANDRIA,006118,OLIVOLA,103
1,2025,PIEMONTE,ALESSANDRIA,006119,ORSARA BORMIDA,385
1,2025,PIEMONTE,ALESSANDRIA,006120,OTTIGLIO,548
1,2025,PIEMONTE,ALESSANDRIA,006121,OVADA,10825
1,2025,PIEMONTE,ALESSANDRIA,006122,OVIGLIO,1243
1,2025,PIEMONTE,ALESSANDRIA,006123,OZZANO MONFERRATO,1317
1,2025,PIEMONTE,ALESSANDRIA,006124,PADERNA,204
1,2025,PIEMONTE,ALESSANDRIA,006125,PARETO,521
1,2025,PIEMONTE,ALESSANDRIA,006126,PARODI LIGURE,587
1,2025,PIEMONTE,ALESSANDRIA,006127,PASTURANA,1267
1,2025,PIEMONTE,ALESSANDRIA,006128,PECETTO DI VALENZA,1159
1,2025,PIEMONTE,ALESSANDRIA,006129,PIETRA MARAZZI,862
1,2025,PIEMONTE,ALESSANDRIA,006131,POMARO MONFERRATO,324
1,2025,PIEMONTE,ALESSANDRIA,006132,PONTECURONE,3518
1,2025,PIEMONTE,ALESSANDRIA,006133,PONTESTURA,1325
1,2025,PIEMONTE,ALESSANDRIA,006134,PONTI,490
1,2025,PIEMONTE,ALESSANDRIA,006135,PONZANO MONFERRATO,330
1,2025,PIEMONTE,ALESSANDRIA,006136,PONZONE,1029
1,2025,PIEMONTE,ALESSANDRIA,006137,POZZOL GROPPO,296
1,2025,PIEMONTE,ALESSANDRIA,006138,POZZOLO FORMIGARO,4548
1,2025,PIEMONTE,ALESSANDRIA,006139,PRASCO,511
1,2025,PIEMONTE,ALESSANDRIA,006140,PREDOSA,1896
1,2025,PIEMONTE,ALESSANDRIA,006141,QUARGNENTO,1357
1,2025,PIEMONTE,ALESSANDRIA,006142,QUATTORDIO,1442
1,2025,PIEMONTE,ALESSANDRIA,006143,RICALDONE,609
1,2025,PIEMONTE,ALESSANDRIA,006144,RIVALTA BORMIDA,1361
1,2025,PIEMONTE,ALESSANDRIA,006145,RIVARONE,400
1,2025,PIEMONTE,ALESSANDRIA,006147,ROCCA GRIMALDA,1384
1,2025,PIEMONTE,ALESSANDRIA,006146,ROCCAFORTE LIGURE,114
1,2025,PIEMONTE,ALESSANDRIA,006148,ROCCHETTA LIGURE,215
1,2025,PIEMONTE,ALESSANDRIA,006149,ROSIGNANO MONFERRATO,1411
1,2025,PIEMONTE,ALESSANDRIA,006150,SALA MONFERRATO,336
1,2025,PIEMONTE,ALESSANDRIA,006151,SALE,3901
1,2025,PIEMONTE,ALESSANDRIA,006152,SAN CRISTOFORO,522
1,2025,PIEMONTE,ALESSANDRIA,006153,SAN GIORGIO MONFERRATO,1215
1,2025,PIEMONTE,ALESSANDRIA,006154,SAN SALVATORE MONFERRATO,4077
1,2025,PIEMONTE,ALESSANDRIA,006155,SAN SEBASTIANO CURONE,544
1,2025,PIEMONTE,ALESSANDRIA,006156,SANT'AGATA FOSSILI,349
1,2025,PIEMONTE,ALESSANDRIA,006157,SARDIGLIANO,377
1,2025,PIEMONTE,ALESSANDRIA,006158,SAREZZANO,1109
1,2025,PIEMONTE,ALESSANDRIA,006159,SERRALUNGA DI CREA,508
1,2025,PIEMONTE,ALESSANDRIA,006160,SERRAVALLE SCRIVIA,5958
1,2025,PIEMONTE,ALESSANDRIA,006161,SEZZADIO,1183
1,2025,PIEMONTE,ALESSANDRIA,006162,SILVANO D'ORBA,1876
1,2025,PIEMONTE,ALESSANDRIA,006163,SOLERO,1608
1,2025,PIEMONTE,ALESSANDRIA,006164,SOLONGHELLO,194
1,2025,PIEMONTE,ALESSANDRIA,006165,SPIGNO MONFERRATO,897
1,2025,PIEMONTE,ALESSANDRIA,006166,SPINETO SCRIVIA,354
1,2025,PIEMONTE,ALESSANDRIA,006167,STAZZANO,2238
1,2025,PIEMONTE,ALESSANDRIA,006168,STREVI,1955
1,2025,PIEMONTE,ALESSANDRIA,006169,TAGLIOLO MONFERRATO,1507
1,2025,PIEMONTE,ALESSANDRIA,006170,TASSAROLO,580
1,2025,PIEMONTE,ALESSANDRIA,006171,TERRUGGIA,868
1,2025,PIEMONTE,ALESSANDRIA,006172,TERZO,827
1,2025,PIEMONTE,ALESSANDRIA,006173,TICINETO,1321
1,2025,PIEMONTE,ALESSANDRIA,006174,TORTONA,26739
1,2025,PIEMONTE,ALESSANDRIA,006175,TREVILLE,265
1,2025,PIEMONTE,ALESSANDRIA,006176,TRISOBBIO,637
1,2025,PIEMONTE,ALESSANDRIA,006177,VALENZA,18345
1,2025,PIEMONTE,ALESSANDRIA,006178,VALMACCA,946
1,2025,PIEMONTE,ALESSANDRIA,006179,VIGNALE MONFERRATO,933
1,2025,PIEMONTE,ALESSANDRIA,006180,VIGNOLE BORBERA,2077
1,2025,PIEMONTE,ALESSANDRIA,006181,VIGUZZOLO,3080
1,2025,PIEMONTE,ALESSANDRIA,006182,VILLADEATI,462
1,2025,PIEMONTE,ALESSANDRIA,006183,VILLALVERNIA,845
1,2025,PIEMONTE,ALESSANDRIA,006184,VILLAMIROGLIO,286
1,2025,PIEMONTE,ALESSANDRIA,006185,VILLANOVA MONFERRATO,1716
1,2025,PIEMONTE,ALESSANDRIA,006186,VILLAROMAGNANO,652
1,2025,PIEMONTE,ALESSANDRIA,006187,VISONE,1210
1,2025,PIEMONTE,ALESSANDRIA,006188,VOLPEDO,1149
1,2025,PIEMONTE,ALESSANDRIA,006189,VOLPEGLINO,124
1,2025,PIEMONTE,ALESSANDRIA,006190,VOLTAGGIO,659
1,2025,PIEMONTE,ASTI,005001,AGLIANO TERME,1537
1,2025,PIEMONTE,ASTI,005002,ALBUGNANO,522
1,2025,PIEMONTE,ASTI,005003,ANTIGNANO,936
1,2025,PIEMONTE,ASTI,005004,ARAMENGO,582
1,2025,PIEMONTE,ASTI,005005,ASTI,73744
1,2025,PIEMONTE,ASTI,005006,AZZANO D'ASTI,375
1,2025,PIEMONTE,ASTI,005007,BALDICHIERI D'ASTI,1143
1,2025,PIEMONTE,ASTI,005008,BELVEGLIO,296
1,2025,PIEMONTE,ASTI,005009,BERZANO DI SAN PIETRO,399
1,2025,PIEMONTE,ASTI,005010,BRUNO,302
1,2025,PIEMONTE,ASTI,005011,BUBBIO,801
1,2025,PIEMONTE,ASTI,005012,BUTTIGLIERA D'ASTI,2517
1,2025,PIEMONTE,ASTI,005013,CALAMANDRANA,1665
1,2025,PIEMONTE,ASTI,005014,CALLIANO MONFERRATO,1228
1,2025,PIEMONTE,ASTI,005015,CALOSSO,1095
1,2025,PIEMONTE,ASTI,005016,CAMERANO CASASCO,411
1,2025,PIEMONTE,ASTI,005017,CANELLI,10098
1,2025,PIEMONTE,ASTI,005018,CANTARANA,980
1,2025,PIEMONTE,ASTI,005019,CAPRIGLIO,305
1,2025,PIEMONTE,ASTI,005020,CASORZO MONFERRATO,574
1,2025,PIEMONTE,ASTI,005021,CASSINASCO,567
1,2025,PIEMONTE,ASTI,005022,CASTAGNOLE DELLE LANZE,3664
1,2025,PIEMONTE,ASTI,005023,CASTAGNOLE MONFERRATO,1121
1,2025,PIEMONTE,ASTI,005024,CASTEL BOGLIONE,586
1,2025,PIEMONTE,ASTI,005032,CASTEL ROCCHERO,345
1,2025,PIEMONTE,ASTI,005025,CASTELL'ALFERO,2619
1,2025,PIEMONTE,ASTI,005026,CASTELLERO,294
1,2025,PIEMONTE,ASTI,005027,CASTELLETTO MOLINA,138
1,2025,PIEMONTE,ASTI,005028,CASTELLO DI ANNONE,1838
1,2025,PIEMONTE,ASTI,005029,CASTELNUOVO BELBO,811
1,2025,PIEMONTE,ASTI,005030,CASTELNUOVO CALCEA,681
1,2025,PIEMONTE,ASTI,005031,CASTELNUOVO DON BOSCO,3123
1,2025,PIEMONTE,ASTI,005033,CELLARENGO,729
1,2025,PIEMONTE,ASTI,005034,CELLE ENOMONDO,418
1,2025,PIEMONTE,ASTI,005035,CERRETO D'ASTI,214
1,2025,PIEMONTE,ASTI,005036,CERRO TANARO,596
1,2025,PIEMONTE,ASTI,005037,CESSOLE,334
1,2025,PIEMONTE,ASTI,005038,CHIUSANO D'ASTI,251
1,2025,PIEMONTE,ASTI,005039,CINAGLIO,402
1,2025,PIEMONTE,ASTI,005040,CISTERNA D'ASTI,1242
1,2025,PIEMONTE,ASTI,005041,COAZZOLO,292
1,2025,PIEMONTE,ASTI,005042,COCCONATO,1416
1,2025,PIEMONTE,ASTI,005044,CORSIONE,191
1,2025,PIEMONTE,ASTI,005045,CORTANDONE,313
1,2025,PIEMONTE,ASTI,005046,CORTANZE,254
1,2025,PIEMONTE,ASTI,005047,CORTAZZONE,589
1,2025,PIEMONTE,ASTI,005048,CORTIGLIONE,519
1,2025,PIEMONTE,ASTI,005049,COSSOMBRATO,515
1,2025,PIEMONTE,ASTI,005050,COSTIGLIOLE D'ASTI,5710
1,2025,PIEMONTE,ASTI,005051,CUNICO,426
1,2025,PIEMONTE,ASTI,005052,DUSINO SAN MICHELE,1086
1,2025,PIEMONTE,ASTI,005053,FERRERE,1501
1,2025,PIEMONTE,ASTI,005054,FONTANILE,472
1,2025,PIEMONTE,ASTI,005055,FRINCO,726
1,2025,PIEMONTE,ASTI,005056,GRANA MONFERRATO,516
1,2025,PIEMONTE,ASTI,005057,GRAZZANO BADOGLIO,548
1,2025,PIEMONTE,ASTI,005058,INCISA SCAPACCINO,2035
1,2025,PIEMONTE,ASTI,005059,ISOLA D'ASTI,1937
1,2025,PIEMONTE,ASTI,005060,LOAZZOLO,294
1,2025,PIEMONTE,ASTI,005061,MARANZANA,214
1,2025,PIEMONTE,ASTI,005062,MARETTO,385
1,2025,PIEMONTE,ASTI,005063,MOASCA,518
1,2025,PIEMONTE,ASTI,005064,MOMBALDONE,193
1,2025,PIEMONTE,ASTI,005065,MOMBARUZZO,931
1,2025,PIEMONTE,ASTI,005066,MOMBERCELLI,2051
1,2025,PIEMONTE,ASTI,005067,MONALE,991
1,2025,PIEMONTE,ASTI,005068,MONASTERO BORMIDA,825
1,2025,PIEMONTE,ASTI,005069,MONCALVO,2781
1,2025,PIEMONTE,ASTI,005070,MONCUCCO TORINESE,859
1,2025,PIEMONTE,ASTI,005071,MONGARDINO,843
1,2025,PIEMONTE,ASTI,005072,MONTABONE,303
1,2025,PIEMONTE,ASTI,005073,MONTAFIA,961
1,2025,PIEMONTE,ASTI,005074,MONTALDO SCARAMPI,713
1,2025,PIEMONTE,ASTI,005075,MONTECHIARO D'ASTI,1247
1,2025,PIEMONTE,ASTI,005076,MONTEGROSSO D'ASTI,2360
1,2025,PIEMONTE,ASTI,005077,MONTEMAGNO MONFERRATO,1046
1,2025,PIEMONTE,ASTI,005121,MONTIGLIO MONFERRATO,1485
1,2025,PIEMONTE,ASTI,005122,MORANSENGO-TONENGO,410
1,2025,PIEMONTE,ASTI,005080,NIZZA MONFERRATO,10193
1,2025,PIEMONTE,ASTI,005081,OLMO GENTILE,67
1,2025,PIEMONTE,ASTI,005082,PASSERANO MARMORITO,429
1,2025,PIEMONTE,ASTI,005083,PENANGO,423
1,2025,PIEMONTE,ASTI,005084,PIEA,498
1,2025,PIEMONTE,ASTI,005085,PINO D'ASTI,224
1,2025,PIEMONTE,ASTI,005086,PIOVÀ MASSAIA,574
1,2025,PIEMONTE,ASTI,005087,PORTACOMARO,1912
1,2025,PIEMONTE,ASTI,005088,QUARANTI,147
1,2025,PIEMONTE,ASTI,005089,REFRANCORE,1558
1,2025,PIEMONTE,ASTI,005090,REVIGLIASCO D'ASTI,744
1,2025,PIEMONTE,ASTI,005091,ROATTO,356
1,2025,PIEMONTE,ASTI,005092,ROBELLA,447
1,2025,PIEMONTE,ASTI,005093,ROCCA D'ARAZZO,939
1,2025,PIEMONTE,ASTI,005094,ROCCAVERANO,366
1,2025,PIEMONTE,ASTI,005095,ROCCHETTA PALAFEA,331
1,2025,PIEMONTE,ASTI,005096,ROCCHETTA TANARO,1349
1,2025,PIEMONTE,ASTI,005097,SAN DAMIANO D'ASTI,8077
1,2025,PIEMONTE,ASTI,005098,SAN GIORGIO SCARAMPI,95
1,2025,PIEMONTE,ASTI,005099,SAN MARTINO ALFIERI,680
1,2025,PIEMONTE,ASTI,005100,SAN MARZANO OLIVETO,961
1,2025,PIEMONTE,ASTI,005101,SAN PAOLO SOLBRITO,1185
1,2025,PIEMONTE,ASTI,005103,SCURZOLENGO,527
1,2025,PIEMONTE,ASTI,005104,SEROLE,96
1,2025,PIEMONTE,ASTI,005105,SESSAME,232
1,2025,PIEMONTE,ASTI,005106,SETTIME,539
1,2025,PIEMONTE,ASTI,005107,SOGLIO,130
1,2025,PIEMONTE,ASTI,005108,TIGLIOLE,1750
1,2025,PIEMONTE,ASTI,005109,TONCO,753
1,2025,PIEMONTE,ASTI,005111,VAGLIO SERRA,263
1,2025,PIEMONTE,ASTI,005112,VALFENERA,2458
1,2025,PIEMONTE,ASTI,005113,VESIME,590
1,2025,PIEMONTE,ASTI,005114,VIALE,227
1,2025,PIEMONTE,ASTI,005115,VIARIGI,812
1,2025,PIEMONTE,ASTI,005116,VIGLIANO D'ASTI,787
1,2025,PIEMONTE,ASTI,005119,VILLA SAN SECONDO,384
1,2025,PIEMONTE,ASTI,005117,VILLAFRANCA D'ASTI,2923
1,2025,PIEMONTE,ASTI,005118,VILLANOVA D'ASTI,5539
1,2025,PIEMONTE,ASTI,005120,VINCHIO,535
1,2025,PIEMONTE,BIELLA,096001,AILOCHE,291
1,2025,PIEMONTE,BIELLA,096002,ANDORNO MICCA,3041
1,2025,PIEMONTE,BIELLA,096003,BENNA,1173
1,2025,PIEMONTE,BIELLA,096004,BIELLA,43430
1,2025,PIEMONTE,BIELLA,096005,BIOGLIO,904
1,2025,PIEMONTE,BIELLA,096006,BORRIANA,855
1,2025,PIEMONTE,BIELLA,096007,BRUSNENGO,1873
1,2025,PIEMONTE,BIELLA,096008,CALLABIANA,149
1,2025,PIEMONTE,BIELLA,096009,CAMANDONA,315
1,2025,PIEMONTE,BIELLA,096010,CAMBURZANO,1128
1,2025,PIEMONTE,BIELLA,096086,CAMPIGLIA CERVO,497
1,2025,PIEMONTE,BIELLA,096012,CANDELO,7254
1,2025,PIEMONTE,BIELLA,096013,CAPRILE,188
1,2025,PIEMONTE,BIELLA,096014,CASAPINTA,368
1,2025,PIEMONTE,BIELLA,096015,CASTELLETTO CERVO,766
1,2025,PIEMONTE,BIELLA,096016,CAVAGLIÀ,3490
1,2025,PIEMONTE,BIELLA,096018,CERRIONE,2741
1,2025,PIEMONTE,BIELLA,096019,COGGIOLA,1655
1,2025,PIEMONTE,BIELLA,096020,COSSATO,13926
1,2025,PIEMONTE,BIELLA,096021,CREVACUORE,1386
1,2025,PIEMONTE,BIELLA,096023,CURINO,462
1,2025,PIEMONTE,BIELLA,096024,DONATO,688
1,2025,PIEMONTE,BIELLA,096025,DORZANO,542
1,2025,PIEMONTE,BIELLA,096026,GAGLIANICO,3827
1,2025,PIEMONTE,BIELLA,096027,GIFFLENGA,103
1,2025,PIEMONTE,BIELLA,096028,GRAGLIA,1445
1,2025,PIEMONTE,BIELLA,096085,LESSONA,2625
1,2025,PIEMONTE,BIELLA,096030,MAGNANO,340
1,2025,PIEMONTE,BIELLA,096031,MASSAZZA,562
1,2025,PIEMONTE,BIELLA,096032,MASSERANO,1891
1,2025,PIEMONTE,BIELLA,096033,MEZZANA MORTIGLIENGO,486
1,2025,PIEMONTE,BIELLA,096034,MIAGLIANO,541
1,2025,PIEMONTE,BIELLA,096035,MONGRANDO,3575
1,2025,PIEMONTE,BIELLA,096037,MOTTALCIATA,1286
1,2025,PIEMONTE,BIELLA,096038,MUZZANO,573
1,2025,PIEMONTE,BIELLA,096039,NETRO,909
1,2025,PIEMONTE,BIELLA,096040,OCCHIEPPO INFERIORE,3770
1,2025,PIEMONTE,BIELLA,096041,OCCHIEPPO SUPERIORE,2571
1,2025,PIEMONTE,BIELLA,096042,PETTINENGO,1437
1,2025,PIEMONTE,BIELLA,096043,PIATTO,468
1,2025,PIEMONTE,BIELLA,096044,PIEDICAVALLO,165
1,2025,PIEMONTE,BIELLA,096046,POLLONE,1968
1,2025,PIEMONTE,BIELLA,096047,PONDERANO,3649
1,2025,PIEMONTE,BIELLA,096048,PORTULA,1096
1,2025,PIEMONTE,BIELLA,096049,PRALUNGO,2267
1,2025,PIEMONTE,BIELLA,096050,PRAY,1999
1,2025,PIEMONTE,BIELLA,096087,QUAREGNA CERRETO,2029
1,2025,PIEMONTE,BIELLA,096053,RONCO BIELLESE,1415
1,2025,PIEMONTE,BIELLA,096054,ROPPOLO,808
1,2025,PIEMONTE,BIELLA,096055,ROSAZZA,95
1,2025,PIEMONTE,BIELLA,096056,SAGLIANO MICCA,1550
1,2025,PIEMONTE,BIELLA,096057,SALA BIELLESE,529
1,2025,PIEMONTE,BIELLA,096058,SALUSSOLA,1829
1,2025,PIEMONTE,BIELLA,096059,SANDIGLIANO,2591
1,2025,PIEMONTE,BIELLA,096063,SORDEVOLO,1261
1,2025,PIEMONTE,BIELLA,096064,SOSTEGNO,736
1,2025,PIEMONTE,BIELLA,096065,STRONA,925
1,2025,PIEMONTE,BIELLA,096066,TAVIGLIANO,892
1,2025,PIEMONTE,BIELLA,096067,TERNENGO,267
1,2025,PIEMONTE,BIELLA,096068,TOLLEGNO,2366
1,2025,PIEMONTE,BIELLA,096069,TORRAZZO,191
1,2025,PIEMONTE,BIELLA,096071,VALDENGO,2363
1,2025,PIEMONTE,BIELLA,096088,VALDILANA,10000
1,2025,PIEMONTE,BIELLA,096072,VALLANZENGO,197
1,2025,PIEMONTE,BIELLA,096074,VALLE SAN NICOLAO,838
1,2025,PIEMONTE,BIELLA,096075,VEGLIO,432
1,2025,PIEMONTE,BIELLA,096076,VERRONE,1169
1,2025,PIEMONTE,BIELLA,096077,VIGLIANO BIELLESE,7530
1,2025,PIEMONTE,BIELLA,096078,VILLA DEL BOSCO,307
1,2025,PIEMONTE,BIELLA,096079,VILLANOVA BIELLESE,172
1,2025,PIEMONTE,BIELLA,096080,VIVERONE,1323
1,2025,PIEMONTE,BIELLA,096081,ZIMONE,379
1,2025,PIEMONTE,BIELLA,096082,ZUBIENA,1127
1,2025,PIEMONTE,BIELLA,096083,ZUMAGLIA,964
1,2025,PIEMONTE,CUNEO,004001,ACCEGLIO,166
1,2025,PIEMONTE,CUNEO,004002,AISONE,204
1,2025,PIEMONTE,CUNEO,004003,ALBA,31149
1,2025,PIEMONTE,CUNEO,004004,ALBARETTO DELLA TORRE,215
1,2025,PIEMONTE,CUNEO,004005,ALTO,156
1,2025,PIEMONTE,CUNEO,004006,ARGENTERA,77
1,2025,PIEMONTE,CUNEO,004007,ARGUELLO,194
1,2025,PIEMONTE,CUNEO,004008,BAGNASCO,940
1,2025,PIEMONTE,CUNEO,004009,BAGNOLO PIEMONTE,5752
1,2025,PIEMONTE,CUNEO,004010,BALDISSERO D'ALBA,1054
1,2025,PIEMONTE,CUNEO,004011,BARBARESCO,595
1,2025,PIEMONTE,CUNEO,004012,BARGE,7453
1,2025,PIEMONTE,CUNEO,004013,BAROLO,619
1,2025,PIEMONTE,CUNEO,004014,BASTIA MONDOVÌ,631
1,2025,PIEMONTE,CUNEO,004015,BATTIFOLLO,242
1,2025,PIEMONTE,CUNEO,004016,BEINETTE,3518
1,2025,PIEMONTE,CUNEO,004017,BELLINO,99
1,2025,PIEMONTE,CUNEO,004018,BELVEDERE LANGHE,337
1,2025,PIEMONTE,CUNEO,004019,BENE VAGIENNA,3664
